Date,Close
10-5-2011,1357.1600
11-5-2011,1342.0800
12-5-2011,1348.6500
13-5-2011,1337.7700
16-5-2011,1329.4700
17-5-2011,1328.9800
18-5-2011,1340.6800
19-5-2011,1343.6000
20-5-2011,1333.2700
23-5-2011,1317.3700
24-5-2011,1316.2800
25-5-2011,1320.4700
26-5-2011,1325.6900
27-5-2011,1331.1000
31-5-2011,1345.2000
1-6-2011,1314.5500
2-6-2011,1312.9400
3-6-2011,1300.1600
6-6-2011,1286.1700
7-6-2011,1284.9400
8-6-2011,1279.5600
9-6-2011,1289.0000
10-6-2011,1270.9800
13-6-2011,1271.8300
14-6-2011,1287.8700
15-6-2011,1265.4200
16-6-2011,1267.6400
17-6-2011,1271.5000
20-6-2011,1278.3600
21-6-2011,1295.5200
22-6-2011,1287.1400
23-6-2011,1283.5000
24-6-2011,1268.4500
27-6-2011,1280.1000
28-6-2011,1296.6700
29-6-2011,1307.4100
30-6-2011,1320.6400
1-7-2011,1339.6700
5-7-2011,1337.8800
6-7-2011,1339.2200
7-7-2011,1353.2200
8-7-2011,1343.8000
11-7-2011,1319.4900
12-7-2011,1313.6400
13-7-2011,1317.7200
14-7-2011,1308.8700
15-7-2011,1316.1400
18-7-2011,1305.4400
19-7-2011,1326.7300
20-7-2011,1325.8400
21-7-2011,1343.8000
22-7-2011,1345.0200
25-7-2011,1337.4300
26-7-2011,1331.9400
27-7-2011,1304.8900
28-7-2011,1300.6700
29-7-2011,1292.2800
1-8-2011,1286.9400
2-8-2011,1254.0500
3-8-2011,1260.3400
4-8-2011,1200.0700
5-8-2011,1199.3800
8-8-2011,1119.4600
9-8-2011,1172.5300
10-8-2011,1120.7600
11-8-2011,1172.6400
12-8-2011,1178.8100
15-8-2011,1204.4900
16-8-2011,1192.7600
17-8-2011,1193.8900
18-8-2011,1140.6500
19-8-2011,1123.5300
22-8-2011,1123.8200
23-8-2011,1162.3500
24-8-2011,1177.6000
25-8-2011,1159.2700
26-8-2011,1176.8000
29-8-2011,1210.0800
30-8-2011,1212.9200
31-8-2011,1218.8900
1-9-2011,1204.4200
2-9-2011,1173.9700
6-9-2011,1165.2400
7-9-2011,1198.6200
8-9-2011,1185.9000
9-9-2011,1154.2300
12-9-2011,1162.2700
13-9-2011,1172.8700
14-9-2011,1188.6800
15-9-2011,1209.1100
16-9-2011,1216.0100
19-9-2011,1204.0900
20-9-2011,1202.0900
21-9-2011,1166.7600
22-9-2011,1129.5600
23-9-2011,1136.4300
26-9-2011,1162.9500
27-9-2011,1175.3800
28-9-2011,1151.0600
29-9-2011,1160.4000
30-9-2011,1131.4200
3-10-2011,1099.2300
4-10-2011,1123.9500
5-10-2011,1144.0300
6-10-2011,1164.9700
7-10-2011,1155.4600
10-10-2011,1194.8900
11-10-2011,1195.5400
12-10-2011,1207.2500
13-10-2011,1203.6600
14-10-2011,1224.5800
17-10-2011,1200.8600
18-10-2011,1225.3800
19-10-2011,1209.8800
20-10-2011,1215.3900
21-10-2011,1238.2500
24-10-2011,1254.1900
25-10-2011,1229.0500
26-10-2011,1242.0000
27-10-2011,1284.5900
28-10-2011,1285.0900
31-10-2011,1253.3000
1-11-2011,1218.2800
2-11-2011,1237.9000
3-11-2011,1261.1500
4-11-2011,1253.2300
7-11-2011,1261.1200
8-11-2011,1275.9200
9-11-2011,1229.1000
10-11-2011,1239.6900
11-11-2011,1263.8500
14-11-2011,1251.7800
15-11-2011,1257.8100
16-11-2011,1236.9100
17-11-2011,1216.1300
18-11-2011,1215.6500
21-11-2011,1192.9800
22-11-2011,1188.0400
23-11-2011,1161.7900
25-11-2011,1158.6700
28-11-2011,1192.5500
29-11-2011,1195.1900
30-11-2011,1246.9600
1-12-2011,1244.5800
2-12-2011,1244.2800
5-12-2011,1257.0800
6-12-2011,1258.4700
7-12-2011,1261.0100
8-12-2011,1234.3500
9-12-2011,1255.1900
12-12-2011,1236.4700
13-12-2011,1225.7300
14-12-2011,1211.8200
15-12-2011,1215.7500
16-12-2011,1219.6600
19-12-2011,1205.3500
20-12-2011,1241.3000
21-12-2011,1243.7200
22-12-2011,1254.0000
23-12-2011,1265.3300
27-12-2011,1265.4300
28-12-2011,1249.6400
29-12-2011,1263.0200
30-12-2011,1257.6000
3-1-2012,1277.0600
4-1-2012,1277.3000
5-1-2012,1281.0600
6-1-2012,1277.8100
9-1-2012,1280.7000
10-1-2012,1292.0800
11-1-2012,1292.4800
12-1-2012,1295.5000
13-1-2012,1289.0900
17-1-2012,1293.6700
18-1-2012,1308.0400
19-1-2012,1314.5000
20-1-2012,1315.3800
23-1-2012,1316.0000
24-1-2012,1314.6500
25-1-2012,1326.0500
26-1-2012,1318.4300
27-1-2012,1316.3300
30-1-2012,1313.0100
31-1-2012,1312.4100
1-2-2012,1324.0900
2-2-2012,1325.5400
3-2-2012,1344.9000
6-2-2012,1344.3300
7-2-2012,1347.0500
8-2-2012,1349.9600
9-2-2012,1351.9500
10-2-2012,1342.6400
13-2-2012,1351.7700
14-2-2012,1350.5000
15-2-2012,1343.2300
16-2-2012,1358.0400
17-2-2012,1361.2300
21-2-2012,1362.2100
22-2-2012,1357.6600
23-2-2012,1363.4600
24-2-2012,1365.7400
27-2-2012,1367.5900
28-2-2012,1372.1800
29-2-2012,1365.6800
1-3-2012,1374.0900
2-3-2012,1369.6300
5-3-2012,1364.3300
6-3-2012,1343.3600
7-3-2012,1352.6300
8-3-2012,1365.9100
9-3-2012,1370.8700
12-3-2012,1371.0900
13-3-2012,1395.9500
14-3-2012,1394.2800
15-3-2012,1402.6000
16-3-2012,1404.1700
19-3-2012,1409.7500
20-3-2012,1405.5200
21-3-2012,1402.8900
22-3-2012,1392.7800
23-3-2012,1397.1100
26-3-2012,1416.5100
27-3-2012,1412.5200
28-3-2012,1405.5400
29-3-2012,1403.2800
30-3-2012,1408.4700
2-4-2012,1419.0400
3-4-2012,1413.3800
4-4-2012,1398.9600
5-4-2012,1398.0800
9-4-2012,1382.2000
10-4-2012,1358.5900
11-4-2012,1368.7100
12-4-2012,1387.5700
13-4-2012,1370.2600
16-4-2012,1369.5700
17-4-2012,1390.7800
18-4-2012,1385.1400
19-4-2012,1376.9200
20-4-2012,1378.5300
23-4-2012,1366.9400
24-4-2012,1371.9700
25-4-2012,1390.6900
26-4-2012,1399.9800
27-4-2012,1403.3600
30-4-2012,1397.9100
1-5-2012,1405.8200
2-5-2012,1402.3100
3-5-2012,1391.5700
4-5-2012,1369.1000
7-5-2012,1369.5800
8-5-2012,1363.7200
9-5-2012,1354.5800
10-5-2012,1357.9900
11-5-2012,1353.3900
14-5-2012,1338.3500
15-5-2012,1330.6600
16-5-2012,1324.8000
17-5-2012,1304.8600
18-5-2012,1295.2200
21-5-2012,1315.9900
22-5-2012,1316.6300
23-5-2012,1318.8600
24-5-2012,1320.6800
25-5-2012,1317.8200
29-5-2012,1332.4200
30-5-2012,1313.3200
31-5-2012,1310.3300
1-6-2012,1278.0400
4-6-2012,1278.1800
5-6-2012,1285.5000
6-6-2012,1315.1300
7-6-2012,1314.9900
8-6-2012,1325.6600
11-6-2012,1308.9300
12-6-2012,1324.1800
13-6-2012,1314.8800
14-6-2012,1329.1000
15-6-2012,1342.8400
18-6-2012,1344.7800
19-6-2012,1357.9800
20-6-2012,1355.6900
21-6-2012,1325.5100
22-6-2012,1335.0200
25-6-2012,1313.7200
26-6-2012,1319.9900
27-6-2012,1331.8500
28-6-2012,1329.0400
29-6-2012,1362.1600
2-7-2012,1365.5100
3-7-2012,1374.0200
5-7-2012,1367.5800
6-7-2012,1354.6800
9-7-2012,1352.4600
10-7-2012,1341.4700
11-7-2012,1341.4500
12-7-2012,1334.7600
13-7-2012,1356.7800
16-7-2012,1353.6400
17-7-2012,1363.6700
18-7-2012,1372.7800
19-7-2012,1376.5100
20-7-2012,1362.6600
23-7-2012,1350.5200
24-7-2012,1338.3100
25-7-2012,1337.8900
26-7-2012,1360.0200
27-7-2012,1385.9700
30-7-2012,1385.3000
31-7-2012,1379.3200
1-8-2012,1375.1400
2-8-2012,1365.0000
3-8-2012,1390.9900
6-8-2012,1394.2300
7-8-2012,1401.3500
8-8-2012,1402.2200
9-8-2012,1402.8000
10-8-2012,1405.8700
13-8-2012,1404.1100
14-8-2012,1403.9300
15-8-2012,1405.5300
16-8-2012,1415.5100
17-8-2012,1418.1600
20-8-2012,1418.1300
21-8-2012,1413.1700
22-8-2012,1413.4900
23-8-2012,1402.0800
24-8-2012,1411.1300
27-8-2012,1410.4400
28-8-2012,1409.3000
29-8-2012,1410.4900
30-8-2012,1399.4800
31-8-2012,1406.5800
4-9-2012,1404.9400
5-9-2012,1403.4400
6-9-2012,1432.1200
7-9-2012,1437.9200
10-9-2012,1429.0800
11-9-2012,1433.5600
12-9-2012,1436.5600
13-9-2012,1459.9900
14-9-2012,1465.7700
17-9-2012,1461.1900
18-9-2012,1459.3200
19-9-2012,1461.0500
20-9-2012,1460.2600
21-9-2012,1460.1500
24-9-2012,1456.8900
25-9-2012,1441.5900
26-9-2012,1433.3200
27-9-2012,1447.1500
28-9-2012,1440.6700
1-10-2012,1444.4900
2-10-2012,1445.7500
3-10-2012,1450.9900
4-10-2012,1461.4000
5-10-2012,1460.9300
8-10-2012,1455.8800
9-10-2012,1441.4800
10-10-2012,1432.5600
11-10-2012,1432.8400
12-10-2012,1428.5900
15-10-2012,1440.1300
16-10-2012,1454.9200
17-10-2012,1460.9100
18-10-2012,1457.3400
19-10-2012,1433.1900
22-10-2012,1433.8200
23-10-2012,1413.1100
24-10-2012,1408.7500
25-10-2012,1412.9700
26-10-2012,1411.9400
31-10-2012,1412.1600
1-11-2012,1427.5900
2-11-2012,1414.2000
5-11-2012,1417.2600
6-11-2012,1428.3900
7-11-2012,1394.5300
8-11-2012,1377.5100
9-11-2012,1379.8500
12-11-2012,1380.0300
13-11-2012,1374.5300
14-11-2012,1355.4900
15-11-2012,1353.3300
16-11-2012,1359.8800
19-11-2012,1386.8900
20-11-2012,1387.8100
21-11-2012,1391.0300
23-11-2012,1409.1500
26-11-2012,1406.2900
27-11-2012,1398.9400
28-11-2012,1409.9300
29-11-2012,1415.9500
30-11-2012,1416.1800
3-12-2012,1409.4600
4-12-2012,1407.0500
5-12-2012,1409.2800
6-12-2012,1413.9400
7-12-2012,1418.0700
10-12-2012,1418.5500
11-12-2012,1427.8400
12-12-2012,1428.4800
13-12-2012,1419.4500
14-12-2012,1413.5800
17-12-2012,1430.3600
18-12-2012,1446.7900
19-12-2012,1435.8100
20-12-2012,1443.6900
21-12-2012,1430.1500
24-12-2012,1426.6600
26-12-2012,1419.8300
27-12-2012,1418.1000
28-12-2012,1402.4300
31-12-2012,1426.1900
2-1-2013,1462.4200
3-1-2013,1459.3700
4-1-2013,1466.4700
7-1-2013,1461.8900
8-1-2013,1457.1500
9-1-2013,1461.0200
10-1-2013,1472.1200
11-1-2013,1472.0500
14-1-2013,1470.6800
15-1-2013,1472.3400
16-1-2013,1472.6300
17-1-2013,1480.9400
18-1-2013,1485.9800
22-1-2013,1492.5600
23-1-2013,1494.8100
24-1-2013,1494.8200
25-1-2013,1502.9600
28-1-2013,1500.1800
29-1-2013,1507.8400
30-1-2013,1501.9600
31-1-2013,1498.1100
1-2-2013,1513.1700
4-2-2013,1495.7100
5-2-2013,1511.2900
6-2-2013,1512.1200
7-2-2013,1509.3900
8-2-2013,1517.9300
11-2-2013,1517.0100
12-2-2013,1519.4300
13-2-2013,1520.3300
14-2-2013,1521.3800
15-2-2013,1519.7900
19-2-2013,1530.9400
20-2-2013,1511.9500
21-2-2013,1502.4200
22-2-2013,1515.6000
25-2-2013,1487.8500
26-2-2013,1496.9400
27-2-2013,1515.9900
28-2-2013,1514.6800
1-3-2013,1518.2000
4-3-2013,1525.2000
5-3-2013,1539.7900
6-3-2013,1541.4600
7-3-2013,1544.2600
8-3-2013,1551.1800
11-3-2013,1556.2200
12-3-2013,1552.4800
13-3-2013,1554.5200
14-3-2013,1563.2300
15-3-2013,1560.7000
18-3-2013,1552.1000
19-3-2013,1548.3400
20-3-2013,1558.7100
21-3-2013,1545.8000
22-3-2013,1556.8900
25-3-2013,1551.6900
26-3-2013,1563.7700
27-3-2013,1562.8500
28-3-2013,1569.1900
1-4-2013,1562.1700
2-4-2013,1570.2500
3-4-2013,1553.6900
4-4-2013,1559.9800
5-4-2013,1553.2800
8-4-2013,1563.0700
9-4-2013,1568.6100
10-4-2013,1587.7300
11-4-2013,1593.3700
12-4-2013,1588.8500
15-4-2013,1552.3600
16-4-2013,1574.5700
17-4-2013,1552.0100
18-4-2013,1541.6100
19-4-2013,1555.2500
22-4-2013,1562.5000
23-4-2013,1578.7800
24-4-2013,1578.7900
25-4-2013,1585.1600
26-4-2013,1582.2400
29-4-2013,1593.6100
30-4-2013,1597.5700
1-5-2013,1582.7000
2-5-2013,1597.5900
3-5-2013,1614.4200
6-5-2013,1617.5000
7-5-2013,1625.9600
8-5-2013,1632.6900
9-5-2013,1626.6700
10-5-2013,1633.7000
13-5-2013,1633.7700
14-5-2013,1650.3400
15-5-2013,1658.7800
16-5-2013,1650.4700
17-5-2013,1667.4700
20-5-2013,1666.2900
21-5-2013,1669.1600
22-5-2013,1655.3500
23-5-2013,1650.5100
24-5-2013,1649.6000
28-5-2013,1660.0600
29-5-2013,1648.3600
30-5-2013,1654.4100
31-5-2013,1630.7400
3-6-2013,1640.4200
4-6-2013,1631.3800
5-6-2013,1608.9000
6-6-2013,1622.5600
7-6-2013,1643.3800
10-6-2013,1642.8100
11-6-2013,1626.1300
12-6-2013,1612.5200
13-6-2013,1636.3600
14-6-2013,1626.7300
17-6-2013,1639.0400
18-6-2013,1651.8100
19-6-2013,1628.9300
20-6-2013,1588.1900
21-6-2013,1592.4300
24-6-2013,1573.0900
25-6-2013,1588.0300
26-6-2013,1603.2600
27-6-2013,1613.2000
28-6-2013,1606.2800
1-7-2013,1614.9600
2-7-2013,1614.0800
3-7-2013,1615.4100
5-7-2013,1631.8900
8-7-2013,1640.4600
9-7-2013,1652.3200
10-7-2013,1652.6200
11-7-2013,1675.0200
12-7-2013,1680.1900
15-7-2013,1682.5000
16-7-2013,1676.2600
17-7-2013,1680.9100
18-7-2013,1689.3700
19-7-2013,1692.0900
22-7-2013,1695.5300
23-7-2013,1692.3900
24-7-2013,1685.9400
25-7-2013,1690.2500
26-7-2013,1691.6500
29-7-2013,1685.3300
30-7-2013,1685.9600
31-7-2013,1685.7300
1-8-2013,1706.8700
2-8-2013,1709.6700
5-8-2013,1707.1400
6-8-2013,1697.3700
7-8-2013,1690.9100
8-8-2013,1697.4800
9-8-2013,1691.4200
12-8-2013,1689.4700
13-8-2013,1694.1600
14-8-2013,1685.3900
15-8-2013,1661.3200
16-8-2013,1655.8300
19-8-2013,1646.0600
20-8-2013,1652.3500
21-8-2013,1642.8000
22-8-2013,1656.9600
23-8-2013,1663.5000
26-8-2013,1656.7800
27-8-2013,1630.4800
28-8-2013,1634.9600
29-8-2013,1638.1700
30-8-2013,1632.9700
3-9-2013,1639.7700
4-9-2013,1653.0800
5-9-2013,1655.0800
6-9-2013,1655.1700
9-9-2013,1671.7100
10-9-2013,1683.9900
11-9-2013,1689.1300
12-9-2013,1683.4200
13-9-2013,1687.9900
16-9-2013,1697.6000
17-9-2013,1704.7600
18-9-2013,1725.5200
19-9-2013,1722.3400
20-9-2013,1709.9100
23-9-2013,1701.8400
24-9-2013,1697.4200
25-9-2013,1692.7700
26-9-2013,1698.6700
27-9-2013,1691.7500
30-9-2013,1681.5500
1-10-2013,1695.0000
2-10-2013,1693.8700
3-10-2013,1678.6600
4-10-2013,1690.5000
7-10-2013,1676.1200
8-10-2013,1655.4500
9-10-2013,1656.4000
10-10-2013,1692.5600
11-10-2013,1703.2000
14-10-2013,1710.1400
15-10-2013,1698.0600
16-10-2013,1721.5400
17-10-2013,1733.1500
18-10-2013,1744.5000
21-10-2013,1744.6600
22-10-2013,1754.6700
23-10-2013,1746.3800
24-10-2013,1752.0700
25-10-2013,1759.7700
28-10-2013,1762.1100
29-10-2013,1771.9500
30-10-2013,1763.3100
31-10-2013,1756.5400
1-11-2013,1761.6400
4-11-2013,1767.9300
5-11-2013,1762.9700
6-11-2013,1770.4900
7-11-2013,1747.1500
8-11-2013,1770.6100
11-11-2013,1771.8900
12-11-2013,1767.6900
13-11-2013,1782.0000
14-11-2013,1790.6200
15-11-2013,1798.1800
18-11-2013,1791.5300
19-11-2013,1787.8700
20-11-2013,1781.3700
21-11-2013,1795.8500
22-11-2013,1804.7600
25-11-2013,1802.4800
26-11-2013,1802.7500
27-11-2013,1807.2300
29-11-2013,1805.8100
2-12-2013,1800.9000
3-12-2013,1795.1500
4-12-2013,1792.8100
5-12-2013,1785.0300
6-12-2013,1805.0900
9-12-2013,1808.3700
10-12-2013,1802.6200
11-12-2013,1782.2200
12-12-2013,1775.5000
13-12-2013,1775.3200
16-12-2013,1786.5400
17-12-2013,1781.0000
18-12-2013,1810.6500
19-12-2013,1809.6000
20-12-2013,1818.3200
23-12-2013,1827.9900
24-12-2013,1833.3200
26-12-2013,1842.0200
27-12-2013,1841.4000
30-12-2013,1841.0700
31-12-2013,1848.3600
2-1-2014,1831.9800
3-1-2014,1831.3700
6-1-2014,1826.7700
7-1-2014,1837.8800
8-1-2014,1837.4900
9-1-2014,1838.1300
10-1-2014,1842.3700
13-1-2014,1819.2000
14-1-2014,1838.8800
15-1-2014,1848.3800
16-1-2014,1845.8900
17-1-2014,1838.7000
21-1-2014,1843.8000
22-1-2014,1844.8600
23-1-2014,1828.4600
24-1-2014,1790.2900
27-1-2014,1781.5600
28-1-2014,1792.5000
29-1-2014,1774.2000
30-1-2014,1794.1900
31-1-2014,1782.5900
3-2-2014,1741.8900
4-2-2014,1755.2000
5-2-2014,1751.6400
6-2-2014,1773.4300
7-2-2014,1797.0200
10-2-2014,1799.8400
11-2-2014,1819.7500
12-2-2014,1819.2600
13-2-2014,1829.8300
14-2-2014,1838.6300
18-2-2014,1840.7600
19-2-2014,1828.7500
20-2-2014,1839.7800
21-2-2014,1836.2500
24-2-2014,1847.6100
25-2-2014,1845.1200
26-2-2014,1845.1600
27-2-2014,1854.2900
28-2-2014,1859.4500
3-3-2014,1845.7300
4-3-2014,1873.9100
5-3-2014,1873.8100
6-3-2014,1877.0300
7-3-2014,1878.0400
10-3-2014,1877.1700
11-3-2014,1867.6300
12-3-2014,1868.2000
13-3-2014,1846.3400
14-3-2014,1841.1300
17-3-2014,1858.8300
18-3-2014,1872.2500
19-3-2014,1860.7700
20-3-2014,1872.0100
21-3-2014,1866.5200
24-3-2014,1857.4400
25-3-2014,1865.6200
26-3-2014,1852.5600
27-3-2014,1849.0400
28-3-2014,1857.6200
31-3-2014,1872.3400
1-4-2014,1885.5200
2-4-2014,1890.9000
3-4-2014,1888.7700
4-4-2014,1865.0900
7-4-2014,1845.0400
8-4-2014,1851.9600
9-4-2014,1872.1800
10-4-2014,1833.0800
11-4-2014,1815.6900
